nome;idhm;idhmr;idhme;idhml
Gramado Xavier (RS);0.634;0.792;0.473;0.681
Santa Rita do Novo Destino (GO);0.634;0.82;0.487;0.639
Nova Roma (GO);0.634;0.812;0.529;0.594
Paraipaba (CE);0.634;0.738;0.602;0.574
Lagoa dos Patos (MG);0.634;0.773;0.556;0.593
Conceição da Feira (BA);0.634;0.766;0.548;0.606
Carolina (MA);0.634;0.802;0.529;0.6
Porto Firme (MG);0.634;0.804;0.516;0.615
Vargem Grande do Rio Pardo (MG);0.634;0.811;0.559;0.563
São João da Lagoa (MG);0.634;0.813;0.546;0.575
Serrinha (BA);0.634;0.778;0.532;0.615
Itambé do Mato Dentro (MG);0.634;0.823;0.513;0.605
Oeiras (PI);0.634;0.753;0.547;0.619
Pombal (PB);0.634;0.787;0.515;0.629
Mundo Novo (GO);0.634;0.812;0.488;0.642
Itagimirim (BA);0.634;0.821;0.516;0.602
Gravatá (PE);0.634;0.794;0.51;0.63
Novo Horizonte do Oeste (RO);0.634;0.799;0.527;0.606
Taguatinga (TO);0.634;0.818;0.497;0.628
Caranaíba (MG);0.634;0.807;0.533;0.593
Itambacuri (MG);0.634;0.784;0.527;0.616
Entre Folhas (MG);0.634;0.792;0.521;0.617
Tauá (CE);0.633;0.773;0.56;0.585
Bom Jesus da Lapa (BA);0.633;0.775;0.533;0.615
Itapissuma (PE);0.633;0.764;0.564;0.589
Groaíras (CE);0.633;0.724;0.598;0.585
Urucânia (MG);0.633;0.811;0.498;0.628
Minas Novas (MG);0.633;0.802;0.528;0.6
Santana da Boa Vista (RS);0.633;0.802;0.503;0.63
Farias Brito (CE);0.633;0.774;0.605;0.541
Alto Parnaíba (MA);0.633;0.785;0.474;0.683
Tarumirim (MG);0.633;0.829;0.499;0.614
Serranópolis de Minas (MG);0.633;0.773;0.539;0.608
Santo Antônio do Grama (MG);0.633;0.823;0.493;0.626
Aral Moreira (MS);0.633;0.798;0.507;0.628
Caiana (MG);0.633;0.833;0.483;0.631
Pindaré-Mirim (MA);0.633;0.755;0.592;0.568
Gandu (BA);0.632;0.771;0.508;0.645
Miranda (MS);0.632;0.782;0.507;0.638
Cruz (CE);0.632;0.752;0.586;0.573
Dom Macedo Costa (BA);0.632;0.795;0.531;0.598
Presidente Bernardes (MG);0.632;0.804;0.521;0.603
Mato Rico (PR);0.632;0.812;0.536;0.58
Simonésia (MG);0.632;0.823;0.493;0.622
Divino de São Lourenço (ES);0.632;0.819;0.496;0.622
Bocaina (PI);0.632;0.773;0.532;0.614
Veredinha (MG);0.632;0.785;0.555;0.579
Rodelas (BA);0.632;0.79;0.564;0.566
Riachinho (MG);0.632;0.795;0.551;0.577
Córrego Novo (MG);0.632;0.805;0.525;0.596
Silves (AM);0.632;0.791;0.584;0.546
Escada (PE);0.632;0.781;0.543;0.594
José Gonçalves de Minas (MG);0.632;0.764;0.553;0.597
Santo Antônio do Tauá (PA);0.632;0.753;0.561;0.598
Independência (CE);0.632;0.759;0.592;0.561
São Sebastião do Rio Preto (MG);0.632;0.809;0.472;0.662
Rosário (MA);0.632;0.752;0.592;0.566
Lajedão (BA);0.632;0.778;0.497;0.652
Jari (RS);0.631;0.836;0.473;0.636
Desterro do Melo (MG);0.631;0.809;0.503;0.618
Sobrália (MG);0.631;0.805;0.51;0.611
Sobradinho (BA);0.631;0.748;0.555;0.605
Pendências (RN);0.631;0.753;0.526;0.633
Rosário do Catete (SE);0.631;0.731;0.571;0.603
Senhora de Oliveira (MG);0.631;0.801;0.521;0.603
Vargem Alegre (MG);0.631;0.819;0.486;0.631
Nova Olinda (TO);0.631;0.765;0.535;0.614
Sinimbu (RS);0.631;0.792;0.456;0.697
Redentora (RS);0.631;0.792;0.523;0.606
Campinaçu (GO);0.631;0.819;0.476;0.644
Marianópolis do Tocantins (TO);0.631;0.792;0.504;0.63
Cantagalo (MG);0.631;0.816;0.515;0.598
Matipó (MG);0.631;0.78;0.511;0.63
Araguatins (TO);0.631;0.793;0.525;0.604
Uruçuí (PI);0.631;0.794;0.516;0.614
Ichu (BA);0.631;0.771;0.562;0.58
Itinga do Maranhão (MA);0.63;0.764;0.545;0.601
Bonópolis (GO);0.63;0.813;0.488;0.63
Nova Módica (MG);0.63;0.779;0.527;0.61
Penedo (AL);0.63;0.774;0.536;0.602
Santa Rita de Ibitipoca (MG);0.63;0.793;0.505;0.625
Ipiranga do Piauí (PI);0.63;0.765;0.583;0.56
Acaiaca (MG);0.63;0.823;0.499;0.61
São Geraldo do Baixio (MG);0.63;0.824;0.482;0.631
Campos Sales (CE);0.63;0.769;0.556;0.584
Barra do Mendes (BA);0.63;0.784;0.553;0.578
Angical do Piauí (PI);0.63;0.737;0.555;0.61
Ramilândia (PR);0.63;0.802;0.489;0.639
Jangada (MT);0.63;0.805;0.549;0.567
Campina do Simão (PR);0.63;0.792;0.527;0.598
Bacabeira (MA);0.629;0.768;0.58;0.558
Várzea Alegre (CE);0.629;0.759;0.576;0.569
Nova Cruz (RN);0.629;0.788;0.537;0.589
Encanto (RN);0.629;0.787;0.536;0.589
Turuçu (RS);0.629;0.814;0.446;0.685
Vargem (SC);0.629;0.79;0.495;0.636
Itaobim (MG);0.629;0.787;0.516;0.613
Piau (MG);0.629;0.824;0.467;0.647
Pentecoste (CE);0.629;0.734;0.604;0.562
Dores do Turvo (MG);0.629;0.829;0.49;0.613
Bodó (RN);0.629;0.772;0.565;0.57
Reduto (MG);0.629;0.801;0.48;0.647
Rio Bonito do Iguaçu (PR);0.629;0.792;0.498;0.631
São João do Triunfo (PR);0.629;0.801;0.475;0.655
Cândido de Abreu (PR);0.629;0.783;0.494;0.643
Governador Edison Lobão (MA);0.629;0.764;0.552;0.589
Belo Jardim (PE);0.629;0.783;0.514;0.617
Lassance (MG);0.629;0.795;0.511;0.614
São Francisco do Oeste (RN);0.628;0.779;0.547;0.581
Jordânia (MG);0.628;0.797;0.506;0.613
Abaetetuba (PA);0.628;0.798;0.537;0.579
Serra Branca (PB);0.628;0.77;0.537;0.598
Berilo (MG);0.628;0.816;0.524;0.58
Acorizal (MT);0.628;0.816;0.51;0.594
Colônia do Gurguéia (PI);0.628;0.778;0.55;0.578
Riachão do Jacuípe (BA);0.628;0.755;0.559;0.588
Palmeiras do Tocantins (TO);0.628;0.81;0.522;0.586
Abaiara (CE);0.628;0.748;0.612;0.54
Santana de Pirapama (MG);0.628;0.816;0.493;0.617
Milagres (CE);0.628;0.777;0.569;0.561
Itacambira (MG);0.628;0.791;0.55;0.57
Cutias (AP);0.628;0.76;0.566;0.576
Monteiro (PB);0.628;0.709;0.558;0.625
Buriti do Tocantins (TO);0.627;0.713;0.601;0.575
Santa Rita (PB);0.627;0.774;0.534;0.597
Cairu (BA);0.627;0.807;0.51;0.6
Baixio (CE);0.627;0.763;0.575;0.563
Pequizeiro (TO);0.627;0.806;0.518;0.589
Cuparaque (MG);0.627;0.798;0.497;0.621
Itamaraju (BA);0.627;0.767;0.502;0.641
Axixá do Tocantins (TO);0.627;0.733;0.566;0.595
Sumé (PB);0.627;0.765;0.534;0.602
Riacho dos Machados (MG);0.627;0.808;0.547;0.557
Cedro (CE);0.627;0.753;0.553;0.592
Itaverava (MG);0.627;0.811;0.496;0.613
Lagoa Seca (PB);0.627;0.769;0.516;0.621
Lagoa da Confusão (TO);0.627;0.787;0.496;0.63
Espinosa (MG);0.627;0.804;0.526;0.582
Simplício Mendes (PI);0.627;0.767;0.525;0.613
Peçanha (MG);0.627;0.787;0.497;0.63
Pedra Azul (MG);0.627;0.797;0.518;0.596
Santa Bárbara do Pará (PA);0.627;0.784;0.546;0.575
Santa Teresinha (PB);0.627;0.82;0.513;0.586
Lambari D'Oeste (MT);0.627;0.787;0.467;0.67
Coronel Murta (MG);0.627;0.784;0.543;0.578
Cachoeirinha (TO);0.627;0.762;0.59;0.548
Bugre (MG);0.627;0.8;0.511;0.602
São Gonçalo dos Campos (BA);0.627;0.752;0.516;0.636
Vale do Paraíso (RO);0.627;0.792;0.485;0.641
Pavão (MG);0.627;0.813;0.507;0.599
Olhos-D'Água (MG);0.626;0.812;0.498;0.607
Pocrane (MG);0.626;0.799;0.5;0.614
Santo Estêvão (BA);0.626;0.808;0.498;0.611
Pedra Branca do Amapari (AP);0.626;0.779;0.502;0.628
Joanésia (MG);0.626;0.803;0.495;0.616
Mambaí (GO);0.626;0.816;0.494;0.61
Guamaré (RN);0.626;0.769;0.505;0.632
Floresta (PE);0.626;0.775;0.538;0.588
Milhã (CE);0.626;0.784;0.558;0.56
Coroaci (MG);0.626;0.811;0.493;0.613
Coruripe (AL);0.626;0.769;0.541;0.591
São Sebastião do Oeste (MG);0.626;0.832;0.434;0.678
Bonfim (RR);0.626;0.809;0.509;0.597
Arari (MA);0.626;0.764;0.546;0.587
Redenção (CE);0.626;0.75;0.577;0.567
Piedade dos Gerais (MG);0.626;0.84;0.453;0.645
Muribeca (SE);0.626;0.771;0.554;0.575
Tumiritinga (MG);0.626;0.827;0.482;0.615
Várzea (RN);0.626;0.771;0.552;0.577
Serra da Raiz (PB);0.626;0.792;0.544;0.57
Senhora dos Remédios (MG);0.626;0.776;0.548;0.578
Itaitinga (CE);0.626;0.768;0.548;0.583
Mendes Pimentel (MG);0.626;0.768;0.518;0.617
Campo Redondo (RN);0.626;0.758;0.584;0.554
Raposa (MA);0.626;0.735;0.587;0.568
Santa Leopoldina (ES);0.626;0.797;0.477;0.646
Solonópole (CE);0.625;0.754;0.574;0.565
Gurjão (PB);0.625;0.729;0.581;0.576
Medeiros Neto (BA);0.625;0.777;0.501;0.626
Alto Paraíso (RO);0.625;0.804;0.457;0.664
Brás Pires (MG);0.625;0.801;0.523;0.582
Amargosa (BA);0.625;0.807;0.492;0.616
Ibicaraí (BA);0.625;0.764;0.524;0.609
Guimarães (MA);0.625;0.772;0.592;0.535
Mâncio Lima (AC);0.625;0.77;0.546;0.58
Caetité (BA);0.625;0.801;0.484;0.631
Lajes Pintadas (RN);0.625;0.769;0.568;0.559
Paulistas (MG);0.625;0.791;0.521;0.593
Santa Cruz do Escalvado (MG);0.625;0.815;0.485;0.618
Potiraguá (BA);0.625;0.754;0.545;0.595
Nova Olinda (CE);0.625;0.779;0.554;0.567
São João do Pacuí (MG);0.625;0.798;0.504;0.606
Angical (BA);0.625;0.778;0.556;0.564
Lagarto (SE);0.625;0.775;0.515;0.613
Francisco Dumont (MG);0.625;0.797;0.513;0.596
Ervália (MG);0.625;0.828;0.46;0.64
Jaguaruana (CE);0.624;0.779;0.548;0.568
Jenipapo de Minas (MG);0.624;0.793;0.52;0.588
Caxias (MA);0.624;0.753;0.543;0.595
Icaraí de Minas (MG);0.624;0.799;0.533;0.57
Lajes (RN);0.624;0.756;0.557;0.578
Rio Pardo de Minas (MG);0.624;0.798;0.52;0.586
Fortim (CE);0.624;0.734;0.588;0.562
Pedra do Anta (MG);0.624;0.821;0.466;0.636
Buritizeiro (MG);0.624;0.768;0.524;0.603
Itajá (RN);0.624;0.769;0.539;0.586
Amaral Ferrador (RS);0.624;0.802;0.457;0.664
Poté (MG);0.624;0.809;0.515;0.584
Caparaó (MG);0.624;0.836;0.473;0.614
Inhuma (PI);0.624;0.772;0.56;0.562
Medina (MG);0.624;0.821;0.475;0.624
Ponte Alta do Tocantins (TO);0.624;0.779;0.531;0.587
Caracaraí (RR);0.624;0.78;0.518;0.601
Capitão Andrade (MG);0.624;0.805;0.478;0.63
Vale do Sol (RS);0.624;0.813;0.439;0.681
Braúnas (MG);0.624;0.802;0.478;0.635
Almino Afonso (RN);0.624;0.739;0.568;0.578
Barra Longa (MG);0.624;0.823;0.482;0.613
Angicos (RN);0.624;0.756;0.53;0.606
Ourilândia do Norte (PA);0.624;0.795;0.467;0.653
Bom Jesus do Galho (MG);0.623;0.8;0.491;0.615
Miguel Leão (PI);0.623;0.782;0.533;0.579
Divinolândia de Minas (MG);0.623;0.812;0.495;0.603
Guaraciaba (MG);0.623;0.794;0.493;0.618
Zabelê (PB);0.623;0.725;0.587;0.567
Lençóis (BA);0.623;0.775;0.51;0.613
Bela Cruz (CE);0.623;0.76;0.598;0.533
São Miguel dos Campos (AL);0.623;0.77;0.514;0.612
Oriximiná (PA);0.623;0.778;0.52;0.599
Juti (MS);0.623;0.77;0.485;0.646
Valença (BA);0.623;0.778;0.502;0.619
São Miguel do Tocantins (TO);0.623;0.762;0.544;0.582
Itapagé (CE);0.623;0.76;0.568;0.561
Petrolândia (PE);0.623;0.755;0.531;0.604
Cabrobó (PE);0.623;0.773;0.539;0.581
Tenente Laurentino Cruz (RN);0.623;0.737;0.586;0.559
Equador (RN);0.623;0.765;0.546;0.578
São José do Norte (RS);0.623;0.792;0.461;0.663
Esperança (PB);0.623;0.767;0.526;0.598
Elísio Medrado (BA);0.623;0.777;0.527;0.59
Caturité (PB);0.623;0.782;0.502;0.617
Cedro de São João (SE);0.623;0.731;0.543;0.608
Ferreiros (PE);0.622;0.787;0.519;0.589
Mirinzal (MA);0.622;0.756;0.582;0.546
Palmares (PE);0.622;0.744;0.55;0.588
Dom Pedro (MA);0.622;0.759;0.545;0.582
Imbaú (PR);0.622;0.785;0.481;0.636
Ibitirama (ES);0.622;0.821;0.481;0.609
Quixeré (CE);0.622;0.774;0.556;0.56
São Paulo do Potengi (RN);0.622;0.744;0.555;0.584
Porteiras (CE);0.622;0.765;0.592;0.531
Francisco Badaró (MG);0.622;0.793;0.527;0.575
Monte do Carmo (TO);0.622;0.808;0.489;0.608
Aratuba (CE);0.622;0.775;0.587;0.53
Missão Velha (CE);0.622;0.754;0.552;0.579
Santarém (PB);0.622;0.765;0.568;0.553
Abel Figueiredo (PA);0.622;0.8;0.481;0.625
Passa Sete (RS);0.622;0.782;0.482;0.639
Milagres (BA);0.622;0.789;0.518;0.59
Dom Joaquim (MG);0.622;0.819;0.482;0.61
Nísia Floresta (RN);0.622;0.773;0.518;0.601
Plácido de Castro (AC);0.622;0.786;0.517;0.593
Jacundá (PA);0.622;0.752;0.509;0.628
Quixabá (PB);0.622;0.737;0.579;0.564
São João do Cariri (PB);0.622;0.797;0.488;0.618
Calmon (SC);0.622;0.779;0.5;0.618
São Pedro do Suaçuí (MG);0.622;0.785;0.501;0.611
Palmácia (CE);0.622;0.742;0.551;0.59
Martins (RN);0.622;0.772;0.538;0.58
Maragogipe (BA);0.621;0.793;0.518;0.582
Campo Azul (MG);0.621;0.799;0.546;0.55
Catuti (MG);0.621;0.773;0.549;0.563
Piancó (PB);0.621;0.736;0.55;0.593
Japaratuba (SE);0.621;0.757;0.544;0.581
Cônego Marinho (MG);0.621;0.799;0.544;0.55
Jaguaribe (CE);0.621;0.76;0.543;0.58
Sertãozinho (PB);0.621;0.769;0.561;0.554
Doutor Severiano (RN);0.621;0.747;0.566;0.567
Licínio de Almeida (BA);0.621;0.775;0.531;0.582
Pacujá (CE);0.621;0.745;0.571;0.562
Cerro Negro (SC);0.621;0.829;0.455;0.634
Filadélfia (TO);0.621;0.792;0.522;0.578
Capim Grosso (BA);0.621;0.752;0.514;0.62
Piraquê (TO);0.621;0.792;0.511;0.593
Santana do Manhuaçu (MG);0.621;0.809;0.475;0.622
Tamarana (PR);0.621;0.829;0.46;0.628
Goianorte (TO);0.621;0.805;0.497;0.598
Prado (BA);0.621;0.784;0.497;0.616
Augusto Severo (RN);0.621;0.774;0.495;0.624
Portalegre (RN);0.621;0.754;0.547;0.581
Campo do Brito (SE);0.621;0.793;0.484;0.625
